UtilityCaptive,State,Sector,EnergySource,EnergySourceType,YearValue,Generation_GWh,PLF_Percent
UTILITY,ASSAM,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,BIHAR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,37.604,0
UTILITY,BIHAR,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,BIHAR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,BIHAR,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,BIHAR,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,10.556,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,624.242,0
UTILITY,CHHATTISGARH,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,15.295,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2009,2527.391,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0.207,0
UTILITY,GUJARAT,UTILITY-RE,WASTE,RENEWABLE,2009,0.589,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,846.789,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,HARYANA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,559.397,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,217.751,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,JHARKHAND,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,686.413,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2009,2219.751,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,1211.527,0
UTILITY,KARNATAKA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,KERALA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,327.737,0
UTILITY,KERALA,UTILITY-RE,WIND,RENEWABLE,2009,33.344,0
UTILITY,KERALA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,KERALA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,KERALA,UTILITY-RE,SOLAR,RENEWABLE,2009,0.011,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,97.9,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WIND,RENEWABLE,2009,158.148,0
UTILITY,MADHYA PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,3.595,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WASTE,RENEWABLE,2009,1.651,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2009,0.153,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,349.915,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2009,2550.125,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,521.715,0
UTILITY,MAHARASHTRA,UTILITY-RE,WASTE,RENEWABLE,2009,0.024,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,65.96,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,18.531,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,MIZORAM,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,82.939,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,NAGALAND,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,ODISHA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,180.436,0
UTILITY,ODISHA,UTILITY-RE,WIND,RENEWABLE,2009,3.952,0
UTILITY,ODISHA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,ODISHA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,ODISHA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,PUNJAB,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,355.301,0
UTILITY,PUNJAB,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,PUNJAB,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,108.677,0
UTILITY,PUNJAB,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,PUNJAB,UTILITY-RE,SOLAR,RENEWABLE,2009,0.301,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,5.059,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2009,862.844,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,70.95,0
UTILITY,RAJASTHAN,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2009,0.21,0
UTILITY,SIKKIM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,37.903,0
UTILITY,SIKKIM,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,SIKKIM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,SIKKIM,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,SIKKIM,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,156.62,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2009,4111.926,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,695.079,0
UTILITY,TAMILNADU,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2009,0.024,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,18.473,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,TRIPURA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,29.727,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,1297.027,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2009,52.707,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2009,0.332,0
UTILITY,UTTARAKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,370.131,0
UTILITY,UTTARAKHAND,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,UTTARAKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,UTTARAKHAND,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,UTTARAKHAND,UTILITY-RE,SOLAR,RENEWABLE,2009,0.007,0
UTILITY,WEST BENGAL,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,157.413,0
UTILITY,WEST BENGAL,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,WEST BENGAL,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,WEST BENGAL,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,WEST BENGAL,UTILITY-RE,SOLAR,RENEWABLE,2009,0.04,0
UTILITY,A & N ISLANDS,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,12.46,0
UTILITY,A & N ISLANDS,UTILITY-RE,WIND,RENEWABLE,2009,1.358,0
UTILITY,A & N ISLANDS,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,SOLAR,RENEWABLE,2009,0.249,0
UTILITY,CHANDIGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,CHANDIGARH,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,CHANDIGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,CHANDIGARH,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,CHANDIGARH,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,DADRA & NAGAR HAVELI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,DADRA & NAGAR HAVELI,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,DADRA & NAGAR HAVELI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,DADRA & NAGAR HAVELI,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,DADRA & NAGAR HAVELI,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,DIU & DAMAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,DIU & DAMAN,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,DIU & DAMAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,DIU & DAMAN,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,DIU & DAMAN,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,DELHI,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,LAKSHADWEEP,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,LAKSHADWEEP,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,LAKSHADWEEP,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,LAKSHADWEEP,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,LAKSHADWEEP,UTILITY-RE,SOLAR,RENEWABLE,2009,1.034,0
UTILITY,PUDUCHERRY,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,OTHERS,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,OTHERS,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,OTHERS,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,OTHERS,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,OTHERS,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,TELANGANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,TELANGANA,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,TELANGANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,TELANGANA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,TELANGANA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,PUNJAB,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2009,16.18,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,UTTARAKHAND,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,CHANDIGARH,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2009,76.62,0
CAPTIVE,MADHYA PRADESH,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2009,13.47,0
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,DIU & DAMAN,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,DADRA & NAGAR HAVELI,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,ANDHRA PRADESH,CAPTIVE,WIND,RENEWABLE,2009,2.13,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2009,21.17,0
CAPTIVE,KERALA,CAPTIVE,WIND,RENEWABLE,2009,0,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2009,428.86,0
